\COMMENT=FITSWriter: database:WSERV1v20100706
\SYMBOL={} cross 5
\ FITSWriter: database:WSERV1v20100706
\ 22/07/10 00:15
\ SQL Query
\ select SourceID,meanMjdObs,s.ra,s.dec,jmhPnt,jmhPntErr,hmkPnt,
\ hmkPntErr,jAperMag3, JApermag3Err,hAperMag3,HAperMag3Err,kAperMag3,
\ KAperMag3Err,jppErrBits,hppErrBits,kppErrBits, MergedClass,pStar from
\ wserv1SourceXSynopticSourceBestMatch as b, wserv1SynopticMergeLog as
\ l,wserv1SynopticSource as s where b.synFrameSetID=s.synFrameSetID and
\ b.synSeqNum=s.synSeqNum and b.synFrameSetID=l.synFrameSetID and
\ JAperMag3Err < 1 and HAperMag3Err < 1 and KAperMag3Err < 1 and
\ JAperMag3 > 5 and JAperMag3 < 20 and HAperMag3 > 5 and HAperMag3 < 20
\ and KAperMag3 > 5 and KAperMag3 < 20 and s.ra < 315.1075 order by
\ meanMjdObs
|              SOURCEID|               MEANMJDOBS|                       RA|                      DEC|          JMHPNT|       JMHPNTERR|          HMKPNT|       HMKPNTERR|       JAPERMAG3|    JAPERMAG3ERR|       HAPERMAG3|    HAPERMAG3ERR|       KAPERMAG3|    KAPERMAG3ERR|  JPPERRBITS|  HPPERRBITS|  KPPERRBITS|MERGEDCLASS|           PSTAR|
|                   int|                   double|                   double|                   double|           float|           float|           float|           float|           float|           float|           float|           float|           float|           float|         int|         int|         int|        int|           float|
|                      |                         |                  RADIANS|                  RADIANS|                |                |                |                |                |                |                |                |                |                |            |            |            |           |                |
         44027710046652   5.47991868267000027e+04   5.49899213027617062e+00   9.15246323989067800e-01   1.23874569e+00   3.69082880e-03   1.01737118e+00   1.99950859e-03   1.38050404e+01   3.33993114e-03   1.25662947e+01   1.57069345e-03   1.15489235e+01   1.23731839e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.48011956967000006e+04   5.49899233983104363e+00   9.15246401210829452e-01   1.24068832e+00   4.06242022e-03   9.30169106e-01   1.92284083e-03   1.35330391e+01   3.76801356e-03   1.22923508e+01   1.51833252e-03   1.13621817e+01   1.17982330e-03            0            0            0          -1   9.44606423e-01 
         44027710046652   5.50403735732999994e+04   5.49899212837189211e+00   9.15246309711126416e-01   1.00897980e+00   1.75264652e-03   7.37053871e-01   1.19006704e-03   1.24861526e+01   1.52778777e-03   1.14771729e+01   8.58856481e-04   1.07401190e+01   8.23787122e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50413823667000033e+04   5.49899222990616732e+00   9.15246384002134872e-01   1.00115776e+00   1.69734797e-03   7.41046906e-01   1.19659014e-03   1.24028559e+01   1.46771362e-03   1.14016981e+01   8.52529658e-04   1.06606512e+01   8.39655404e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50424278399999966e+04   5.49899223164386353e+00   9.15246384210276154e-01   1.04983234e+00   1.83871994e-03   8.10270309e-01   1.19929202e-03   1.25670786e+01   1.61234778e-03   1.15172462e+01   8.83869769e-04   1.07069759e+01   8.10602040e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50435417767000035e+04   5.49899210857573983e+00   9.15246288058323421e-01   1.07872200e+00   1.93297735e-03   8.19582939e-01   1.23905356e-03   1.27024641e+01   1.70724827e-03   1.16237421e+01   9.06479254e-04   1.08041592e+01   8.44718365e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50475628900000011e+04   5.49899220933300459e+00   9.15246386383410271e-01   1.05328465e+00   2.20768526e-03   8.30513954e-01   1.44053891e-03   1.28601561e+01   1.91732182e-03   1.18068714e+01   1.09441823e-03   1.09763575e+01   9.36696830e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50484654366999966e+04   5.49899222818562183e+00   9.15246377656913412e-01   9.78834152e-01   1.79863302e-03   7.78722763e-01   1.24467595e-03   1.25284061e+01   1.55283022e-03   1.15495720e+01   9.07633745e-04   1.07708492e+01   8.51715449e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50494014832999965e+04   5.49899214833191330e+00   9.15246277842157396e-01   9.75853920e-01   1.75184302e-03   7.44419098e-01   1.19735138e-03   1.25029564e+01   1.52096222e-03   1.15271025e+01   8.69268668e-04   1.07826834e+01   8.23421171e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50503964533000035e+04   5.49899224743567050e+00   9.15246312181473898e-01   9.54616547e-01   1.76208862e-03   7.35146523e-01   1.24442461e-03   1.24527216e+01   1.51130836e-03   1.14981050e+01   9.06037225e-04   1.07629585e+01   8.53046949e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50513995066999996e+04   5.49899215806566311e+00   9.15246282319395643e-01   1.01387024e+00   1.80097832e-03   7.52471924e-01   1.20437972e-03   1.25970182e+01   1.57704577e-03   1.15831480e+01   8.69741023e-04   1.08306761e+01   8.33115308e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50523329900000026e+04   5.49899217221638104e+00   9.15246327140745941e-01   1.07008743e+00   2.10632477e-03   7.93645859e-01   1.38851220e-03   1.27941666e+01   1.83516520e-03   1.17240791e+01   1.03381462e-03   1.09304333e+01   9.26926965e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50533946967000011e+04   5.49899214316139950e+00   9.15246331268862456e-01   1.08835125e+00   2.18624366e-03   8.67554665e-01   1.45989587e-03   1.30036383e+01   1.92839967e-03   1.19152870e+01   1.03001751e-03   1.10477324e+01   1.03458192e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50545251900000003e+04   5.49899218185118954e+00   9.15246306192551318e-01   1.39650536e+00   4.01267083e-03   1.18006516e+00   2.15160241e-03   1.41625185e+01   3.62017634e-03   1.27660131e+01   1.73085241e-03   1.15859480e+01   1.27810112e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50553403232999990e+04   5.49899218412403101e+00   9.15246266932538077e-01   1.27853394e+00   3.46724433e-03   1.05621433e+00   1.99641986e-03   1.38905077e+01   3.09561915e-03   1.26119738e+01   1.56170584e-03   1.15557594e+01   1.24369084e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50563519000000015e+04   5.49899210458985621e+00   9.15246244962460320e-01   1.16885376e+00   2.53455853e-03   9.39294815e-01   1.56770332e-03   1.32961369e+01   2.23347708e-03   1.21272831e+01   1.19815161e-03   1.11879883e+01   1.01100269e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50573754300000001e+04   5.49899217744131441e+00   9.15246298893909516e-01   1.04870319e+00   1.97535777e-03   8.18512917e-01   1.30492065e-03   1.27753220e+01   1.72068970e-03   1.17266188e+01   9.70188063e-04   1.09081059e+01   8.72670091e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50583628467000017e+04   5.49899223176249752e+00   9.15246324351019824e-01   1.06087017e+00   1.98457181e-03   7.98016548e-01   1.32442371e-03   1.27627850e+01   1.73196557e-03   1.17019148e+01   9.68927518e-04   1.09038982e+01   9.02927190e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50592996599999969e+04   5.49899208820371310e+00   9.15246300649986466e-01   1.06092548e+00   2.01057061e-03   7.46484756e-01   1.32215128e-03   1.26811371e+01   1.75716833e-03   1.16202116e+01   9.77114774e-04   1.08737268e+01   8.90691183e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50603820832999991e+04   5.49899220050083670e+00   9.15246326978806812e-01   1.05478287e+00   2.01452198e-03   7.75133133e-01   1.32882688e-03   1.27280102e+01   1.75807124e-03   1.16732273e+01   9.83607955e-04   1.08980942e+01   8.93474324e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50614240666999976e+04   5.49899210790014692e+00   9.15246328665882847e-01   1.09357643e+00   2.09635217e-03   8.06693077e-01   1.36351679e-03   1.28829222e+01   1.83942250e-03   1.17893457e+01   1.00559311e-03   1.09826527e+01   9.20847640e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50624319000000032e+04   5.49899218139467294e+00   9.15246397959529556e-01   1.25719738e+00   3.20131821e-03   1.03834820e+00   1.80541503e-03   1.37247486e+01   2.87492806e-03   1.24675512e+01   1.40827068e-03   1.14292030e+01   1.12973328e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50644967232999988e+04   5.49899219164826647e+00   9.15246324381087439e-01   1.40691376e+00   4.45397012e-03   1.20786381e+00   2.33304780e-03   1.43014212e+01   4.02188441e-03   1.28945074e+01   1.91371201e-03   1.16866436e+01   1.33447291e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50653855232999995e+04   5.49899226331782831e+00   9.15246357851401626e-01   1.21288586e+00   2.98861018e-03   1.01046658e+00   1.78641058e-03   1.36346149e+01   2.65175314e-03   1.24217291e+01   1.37840339e-03   1.14112625e+01   1.13633927e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50663345667000031e+04   5.49899209794511101e+00   9.15246273209055938e-01   1.02703094e+00   1.99279771e-03   7.88445473e-01   1.32861559e-03   1.28306608e+01   1.74275821e-03   1.18036299e+01   9.66455671e-04   1.10151844e+01   9.11692216e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50673255100000024e+04   5.49899217601647994e+00   9.15246374368907212e-01   1.01755142e+00   1.83307496e-03   7.08469391e-01   1.24750985e-03   1.26642694e+01   1.60195283e-03   1.16467180e+01   8.91016854e-04   1.09382486e+01   8.73137848e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50684933166999981e+04   5.49899217671628104e+00   9.15246303211168621e-01   1.01354790e+00   1.79000699e-03   7.31053352e-01   1.24398700e-03   1.25274849e+01   1.54815754e-03   1.15139370e+01   8.98517203e-04   1.07828836e+01   8.60331580e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50693262299999988e+04   5.49899213156798972e+00   9.15246290556003705e-01   1.02406311e+00   1.84194860e-03   7.32050896e-01   1.24639936e-03   1.26280088e+01   1.60054001e-03   1.16039457e+01   9.11617419e-04   1.08718948e+01   8.49979406e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50703125300000029e+04   5.49899216961966353e+00   9.15246292927366256e-01   1.07441902e+00   1.97146414e-03   7.77337074e-01   1.29594433e-03   1.27983446e+01   1.72989781e-03   1.17239256e+01   9.45581764e-04   1.09465885e+01   8.86197900e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50713135299999994e+04   5.49899216805672708e+00   9.15246282788901078e-01   1.12889290e+00   2.17541982e-03   8.31126213e-01   1.40196469e-03   1.30082769e+01   1.91776350e-03   1.18793840e+01   1.02695404e-03   1.10482578e+01   9.54395276e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50733517100000026e+04   5.49899233635384377e+00   9.15246302212922691e-01   1.28140354e+00   3.32376547e-03   9.71981049e-01   1.82488235e-03   1.36889029e+01   3.01258103e-03   1.24074993e+01   1.40419800e-03   1.14355183e+01   1.16551435e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50742877067000009e+04   5.49899219093771574e+00   9.15246310083312586e-01   1.15077877e+00   2.51895492e-03   8.35258484e-01   1.58965145e-03   1.32854595e+01   2.22523604e-03   1.21346807e+01   1.18044845e-03   1.12994223e+01   1.06467516e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50753365766999996e+04   5.49899222254204290e+00   9.15246271139726231e-01   1.07785606e+00   2.22493475e-03   7.95822144e-01   1.40174758e-03   1.29410467e+01   1.97643554e-03   1.18631907e+01   1.02178159e-03   1.10673685e+01   9.59613826e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50763544966999980e+04   5.49899208712803134e+00   9.15246293056196869e-01   1.07975578e+00   2.01164209e-03   7.62141228e-01   1.32245896e-03   1.28316965e+01   1.76884129e-03   1.17519407e+01   9.58073477e-04   1.09897995e+01   9.11588199e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50772746667000029e+04   5.49899222364866347e+00   9.15246293951265555e-01   1.02743816e+00   1.91235705e-03   7.34520912e-01   1.29104231e-03   1.26763983e+01   1.66868779e-03   1.16489601e+01   9.34125623e-04   1.09144392e+01   8.91178730e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50782744999999995e+04   5.49899224045364932e+00   9.15246293900150554e-01   1.06500816e+00   2.00894871e-03   7.45332718e-01   1.35624758e-03   1.26734409e+01   1.76127802e-03   1.16084328e+01   9.66320222e-04   1.08631001e+01   9.51647409e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50792281900000016e+04   5.49899220001108979e+00   9.15246322959585412e-01   1.06461334e+00   1.91505707e-03   7.83583641e-01   1.27642404e-03   1.26440563e+01   1.67476793e-03   1.15794430e+01   9.28760448e-04   1.07958593e+01   8.75592523e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50802375366999986e+04   5.49899219750355961e+00   9.15246320975337424e-01   1.12963390e+00   2.33621895e-03   8.36259842e-01   1.45990367e-03   1.30218964e+01   2.06691655e-03   1.18922625e+01   1.08893309e-03   1.10560026e+01   9.72390641e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50814444233000031e+04   5.49899215720052315e+00   9.15246304333238725e-01   1.29690361e+00   3.50572518e-03   1.09169674e+00   2.04491243e-03   1.39686356e+01   3.14572710e-03   1.26717319e+01   1.54742063e-03   1.15800352e+01   1.33684580e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50823314667000013e+04   5.49899222901065610e+00   9.15246285858036357e-01   1.34685326e+00   3.89750581e-03   1.10353088e+00   2.18122872e-03   1.41597624e+01   3.49589810e-03   1.28129091e+01   1.72315049e-03   1.17093782e+01   1.33735244e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.50833159633000032e+04   5.49899218683893132e+00   9.15246244133364195e-01   1.27116489e+00   3.39842355e-03   1.04765701e+00   1.90990372e-03   1.38218365e+01   3.05625913e-03   1.25506716e+01   1.48612342e-03   1.15030146e+01   1.19965384e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51052410900000032e+04   5.49899210943197936e+00   9.15246240224402152e-01   1.04164124e+00   1.94419629e-03   8.20886612e-01   1.30241970e-03   1.26056566e+01   1.68497604e-03   1.15640154e+01   9.69925139e-04   1.07431288e+01   8.69219366e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51062372000000032e+04   5.49899223968218109e+00   9.15246336753498313e-01   1.10624313e+00   2.36161146e-03   8.65345001e-01   1.58815004e-03   1.26890030e+01   2.04285257e-03   1.15827599e+01   1.18488912e-03   1.07174149e+01   1.05747732e-03            0            0            0          -1   9.44606423e-01 
         44027710046652   5.51072059767000028e+04   5.49899220874916672e+00   9.15246303116289184e-01   1.06953526e+00   2.40808725e-03   9.03902054e-01   1.52305467e-03   1.28894358e+01   2.10153591e-03   1.18199005e+01   1.17576821e-03   1.09159985e+01   9.68124252e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51082910333000036e+04   5.49899226728547319e+00   9.15246426458979023e-01   1.18085957e+00   2.82552559e-03   9.64377403e-01   1.78881141e-03   1.33906612e+01   2.46463367e-03   1.22098017e+01   1.38172938e-03   1.12454243e+01   1.13607664e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51092473133000021e+04   5.49899226445619771e+00   9.15246315576947800e-01   1.34763718e+00   4.93753003e-03   1.14183712e+00   2.66469643e-03   1.40731621e+01   4.45203064e-03   1.27255249e+01   2.13509402e-03   1.15836878e+01   1.59435917e-03            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51132822999999989e+04   5.49899208523651861e+00   9.15246287741043330e-01   1.11391449e+00   2.25590239e-03   8.53937149e-01   1.41519285e-03   1.28749657e+01   1.98962400e-03   1.17610512e+01   1.06324605e-03   1.09071140e+01   9.33958567e-04            0            0            0          -1   9.44606423e-01 
         44027710046652   5.51141984200000006e+04   5.49899226183840462e+00   9.15246329931959646e-01   1.12897396e+00   2.24871910e-03   7.95227051e-01   1.38092064e-03   1.28036404e+01   2.00824183e-03   1.16746664e+01   1.01178186e-03   1.08794394e+01   9.39808029e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51152133699999977e+04   5.49899207706064619e+00   9.15246211954225286e-01   1.09353065e+00   2.20499537e-03   7.86502838e-01   1.38490996e-03   1.28351936e+01   1.95081031e-03   1.17416630e+01   1.02778606e-03   1.09551601e+01   9.28241119e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51162214499999973e+04   5.49899217084639513e+00   9.15246313617713914e-01   1.12579632e+00   2.25251471e-03   8.48511696e-01   1.42133422e-03   1.29633408e+01   1.98649149e-03   1.18375444e+01   1.06192019e-03   1.09890327e+01   9.44730884e-04            0            0            0          -1   9.99657214e-01 
         44027710046652   5.51172381200000018e+04   5.49899232273207872e+00   9.15246419209533646e-01   1.15211773e+00   2.46503507e-03   8.53840828e-01   1.54007343e-03   1.31999941e+01   2.18660152e-03   1.20478764e+01   1.13805628e-03   1.11940355e+01   1.03761943e-03            0            0            0          -1   9.99657214e-01 
